iso3,year,v2smgovdom,v2smpardom,v2smfordom,v2smgovab,v2smparab
BGD,2020,-1.287,-0.234,0.059,-0.909,-0.75
BGD,2021,-1.287,-1.338,-0.397,-0.909,-0.75
BGD,2022,-1.508,-1.445,-0.397,-1.175,-0.887
BGD,2023,-1.508,-1.118,-0.397,-1.175,-0.791
BGD,2024,-1.401,-1.305,-0.457,-1.496,-1.102
BGD,2025,-0.234,-0.5,-0.289,-0.589,-0.858
BOL,2000,0.133,2.153,0.294,0.531,1.232
BOL,2001,0.133,2.153,0.294,0.531,1.232
BOL,2002,0.133,2.153,0.294,0.531,1.232
BOL,2003,0.133,2.153,0.294,0.805,1.232
BOL,2004,0.133,2.153,0.294,0.805,1.232
BOL,2005,0.504,2.279,0.294,0.675,1.415
BOL,2006,0.174,-0.074,-1.249,0.074,-0.705
BOL,2007,0.174,-0.074,-1.249,0.074,-0.705
BOL,2008,0.082,-0.074,-1.249,-0.078,-0.705
BOL,2009,0.082,-0.074,-1.249,-0.078,-0.705
BOL,2010,0.179,-0.21,-1.249,-0.062,-0.731
BOL,2011,0.127,-0.21,-1.249,-0.062,-0.731
BOL,2012,0.127,-0.21,-1.249,-0.062,-0.731
BOL,2013,0.127,-0.21,-1.249,-0.062,-0.731
BOL,2014,-0.014,-0.21,-1.249,-0.062,-0.731
BOL,2015,-0.209,-0.312,-1.249,-0.062,-0.731
BOL,2016,-0.643,-0.512,-1.344,-0.619,-0.731
BOL,2017,-0.643,-0.512,-1.344,-0.619,-0.731
BOL,2018,-0.643,-0.512,-1.344,-0.619,-0.731
BOL,2019,-1.416,-0.957,-1.606,-1.352,-1.117
BOL,2020,-0.878,-0.947,-1.663,-0.621,-1.303
BOL,2021,-0.711,-0.819,-0.1,-0.467,-1.017
BOL,2022,-0.847,-1.079,-0.547,-0.467,-1.373
BOL,2023,-1.21,-1.079,-0.496,-0.65,-1.613
BOL,2024,-1.063,-1.217,-0.61,-0.81,-1.68
BOL,2025,-1.063,-1.369,-0.623,-0.704,-1.544
HTI,2000,0.639,1.374,1.471,1.949,1.847
HTI,2001,0.639,1.374,1.471,1.949,1.847
HTI,2002,0.639,1.374,1.471,1.949,1.847
HTI,2003,0.639,1.374,1.471,1.949,1.847
HTI,2004,0.639,1.374,1.471,1.949,1.847
HTI,2005,0.639,1.374,1.471,1.949,1.847
HTI,2006,0.761,1.374,1.471,1.949,1.847
HTI,2007,0.761,1.559,1.471,1.949,1.847
HTI,2008,0.645,1.348,1.471,1.261,1.847
HTI,2009,0.645,1.569,1.471,1.945,1.847
HTI,2010,-0.267,0.821,0.953,0.997,0.957
HTI,2011,-0.539,0.602,1.043,0.895,0.9
HTI,2012,-0.456,0.766,1.043,1.252,1.317
HTI,2013,-0.456,0.766,1.043,1.252,1.317
HTI,2014,-0.532,0.667,1.043,0.918,0.871
HTI,2015,-0.532,0.625,1.043,0.918,0.871
HTI,2016,-0.532,0.625,1.043,0.918,0.871
HTI,2017,-0.532,0.682,1.476,1.226,1.283
HTI,2018,-0.532,0.682,1.04,0.905,0.878
HTI,2019,-0.532,0.682,0.96,0.905,0.947
HTI,2020,-1.727,0.773,1.034,0.708,0.947
HTI,2021,-1.508,0.611,1.034,0.788,0.485
HTI,2022,-1.389,0.695,1.327,1.245,0.692
HTI,2023,-1.524,0.695,1.327,0.055,0.692
HTI,2024,-0.363,0.495,1.327,1.261,1.287
HTI,2025,-0.808,0.932,0.996,1.145,1.287
HND,2000,0.215,2.238,2.529,2.031,2.361
HND,2001,0.215,2.238,2.529,2.031,2.361
HND,2002,0.215,2.238,2.529,2.031,2.361
HND,2003,0.215,2.238,2.529,2.031,2.361
HND,2004,0.215,2.238,2.529,2.031,2.361
HND,2005,0.215,1.824,2.529,2.031,1.805
HND,2006,0.215,1.824,2.529,1.308,1.805
HND,2007,0.215,1.606,1.984,1.308,1.111
HND,2008,0.125,0.847,1.984,1.087,1.111
HND,2009,-0.084,0.468,0.797,0.334,0.011
HND,2010,-0.234,0.094,1.565,-0.034,0.183
HND,2011,-0.234,0.094,1.565,-0.034,0.183
HND,2012,-0.234,0.216,1.565,0.159,0.183
HND,2013,-0.453,-0.033,1.078,-0.104,0.025
HND,2014,-0.637,-0.363,1.756,-0.496,-0.801
HND,2015,-0.637,-0.363,1.756,-0.496,-0.801
HND,2016,-0.637,-0.897,1.624,-0.496,-1.199
HND,2017,-0.637,-0.897,0.331,-0.496,-1.199
HND,2018,-0.637,-0.897,0.685,-0.496,-1.199
HND,2019,-0.637,-0.388,0.769,-0.351,-1.199
HND,2020,-0.637,-0.388,0.539,-0.351,-1.199
HND,2021,-0.781,-0.388,0.539,-0.418,-1.228
HND,2022,0.127,0.047,1.435,0.779,-0.443
HND,2023,0.127,0.047,0.753,0.655,-0.443
HND,2024,0.127,0.047,0.753,0.655,-0.443
HND,2025,0.127,0.047,0.753,0.655,-0.443
MLI,2000,0.879,0.411,-0.448,0.586,-0.683
MLI,2001,0.879,0.411,-0.448,0.586,-0.683
MLI,2002,0.879,0.411,-0.448,0.586,-0.683
MLI,2003,0.879,0.411,-0.448,0.586,-0.683
MLI,2004,0.879,0.411,-0.448,0.586,-0.683
MLI,2005,0.879,0.411,-0.448,0.586,-0.683
MLI,2006,0.879,0.411,-0.448,0.586,-0.683
MLI,2007,0.879,0.411,-0.448,0.586,-0.683
MLI,2008,0.879,0.411,-0.448,0.586,-0.683
MLI,2009,0.879,0.411,-0.448,0.586,-0.683
MLI,2010,0.879,0.411,-0.448,0.586,-0.683
MLI,2011,0.879,0.411,-0.448,0.586,-0.683
MLI,2012,0.879,0.411,-0.448,0.586,-0.683
MLI,2013,0.57,-0.236,-0.448,0.586,-0.75
MLI,2014,0.57,-0.236,-0.448,0.586,-0.75
MLI,2015,0.57,-0.236,-0.448,0.586,-0.75
MLI,2016,0.57,-0.236,-0.448,0.586,-0.75
MLI,2017,0.57,-0.236,-0.448,0.586,-0.75
MLI,2018,0.57,-0.236,-0.448,0.586,-0.75
MLI,2019,1.218,1.319,0.107,1.256,-0.473
MLI,2020,1.218,1.558,0.107,0.978,-0.473
MLI,2021,0.152,1.558,-0.559,0.215,-0.594
MLI,2022,0.152,1.558,-0.559,0.215,-0.594
MLI,2023,-0.024,1.558,-0.559,0.058,-1.275
MLI,2024,-0.024,1.431,-0.945,0.058,-1.275
MLI,2025,-0.664,0.928,-0.945,0.058,-1.29
PAK,2000,0.763,1.655,-1.034,1.488,1.01
PAK,2001,0.763,1.655,-1.034,1.488,1.01
PAK,2002,0.838,1.655,-0.911,1.488,1.01
PAK,2003,0.557,1.655,-1.032,1.488,1.01
PAK,2004,0.557,1.655,-1.032,1.488,1.01
PAK,2005,0.557,1.655,-1.032,1.488,1.01
PAK,2006,0.557,1.655,-1.032,1.488,1.01
PAK,2007,0.557,1.427,-1.037,1.378,0.608
PAK,2008,0.557,1.427,-1.037,1.378,0.637
PAK,2009,0.557,1.427,-1.037,1.44,0.637
PAK,2010,-0.044,0.608,-1.022,0.927,0.49
PAK,2011,-0.044,0.299,-1.022,0.927,0.49
PAK,2012,-0.303,0.299,-1.022,0.357,0.303
PAK,2013,-0.676,-0.453,-1.259,0.318,-1.166
PAK,2014,-0.548,-0.453,-1.259,0.318,-1.166
PAK,2015,-0.754,-0.971,-1.259,0.318,-1.302
PAK,2016,-0.754,-0.971,-1.259,0.178,-1.302
PAK,2017,-0.754,-0.971,-1.259,0.178,-1.302
PAK,2018,-1.071,-0.971,-1.259,0.49,-1.302
PAK,2019,-1.071,-1.31,-1.556,0.62,-1.29
PAK,2020,-0.951,-0.887,-1.678,0.519,-1.29
PAK,2021,-0.951,-0.887,-1.258,0.519,-1.29
PAK,2022,-1.18,-1.528,-1.258,0.678,-1.29
PAK,2023,-0.899,-0.801,-1.858,0.601,-1.496
PAK,2024,-1.091,-0.801,-2.036,0.458,-2.0
PAK,2025,-0.671,-0.801,-2.184,0.458,-2.0
PER,2000,-0.251,1.273,2.13,0.237,1.325
PER,2001,1.828,1.343,2.13,2.487,2.131
PER,2002,1.828,1.343,2.13,2.487,2.131
PER,2003,1.828,1.343,2.13,2.487,2.131
PER,2004,1.828,1.343,2.13,2.487,2.131
PER,2005,1.828,1.343,2.13,2.487,2.131
PER,2006,1.828,1.291,1.228,2.487,1.872
PER,2007,1.558,1.334,2.196,2.166,2.107
PER,2008,1.558,1.334,2.196,2.166,2.107
PER,2009,1.558,1.334,2.196,2.166,2.107
PER,2010,1.558,1.334,2.196,2.166,2.107
PER,2011,1.558,1.267,1.334,2.166,1.967
PER,2012,1.444,1.337,2.192,2.166,2.161
PER,2013,1.444,1.337,2.192,2.166,2.161
PER,2014,1.444,1.337,2.192,2.166,2.161
PER,2015,1.444,1.337,2.192,2.166,2.161
PER,2016,1.444,0.55,1.514,2.166,1.472
PER,2017,1.444,0.55,1.514,2.166,1.559
PER,2018,1.444,0.388,1.514,2.166,1.45
PER,2019,1.444,0.388,1.514,2.166,1.45
PER,2020,0.708,0.056,1.07,1.145,1.45
PER,2021,0.197,0.056,1.07,1.145,0.835
PER,2022,-0.238,-0.259,0.553,1.336,0.571
PER,2023,-0.107,0.065,0.716,1.336,0.836
PER,2024,-0.107,-0.101,0.716,1.336,0.836
PER,2025,-0.107,-0.101,1.413,1.336,0.836
SEN,2000,0.782,0.501,0.186,1.743,0.92
SEN,2001,0.782,0.501,0.186,1.743,0.92
SEN,2002,0.782,0.501,0.186,1.743,0.92
SEN,2003,0.782,0.501,0.186,1.743,0.92
SEN,2004,0.782,0.501,0.186,1.743,0.92
SEN,2005,0.782,0.501,0.186,1.743,0.92
SEN,2006,0.782,0.501,0.186,1.743,0.92
SEN,2007,0.782,0.501,0.186,1.743,0.92
SEN,2008,0.782,0.501,0.186,1.743,0.92
SEN,2009,0.782,0.501,0.186,1.743,0.92
SEN,2010,0.782,0.501,0.186,1.743,0.92
SEN,2011,0.782,0.501,0.186,1.743,0.92
SEN,2012,0.782,0.501,0.186,1.743,0.92
SEN,2013,0.782,0.501,0.186,1.743,0.92
SEN,2014,0.782,0.501,0.186,1.743,0.92
SEN,2015,0.782,0.501,0.186,1.743,0.92
SEN,2016,0.782,0.501,0.186,1.457,0.92
SEN,2017,0.782,0.501,0.186,1.457,0.92
SEN,2018,0.782,0.501,0.186,1.457,0.92
SEN,2019,1.157,0.539,0.467,1.807,0.745
SEN,2020,1.157,0.539,0.467,1.807,0.624
SEN,2021,1.157,0.539,0.464,1.807,0.487
SEN,2022,0.703,0.213,0.464,1.542,0.59
SEN,2023,0.518,0.025,0.464,1.11,0.123
SEN,2024,-0.094,-0.089,0.263,0.459,-0.204
SEN,2025,-0.094,-0.089,0.263,0.459,-0.204
SSD,2011,-1.063,-1.124,-2.126,-0.94,-1.756
SSD,2012,-1.063,-1.124,-2.126,-0.94,-1.309
SSD,2013,-1.812,-1.124,-1.217,-0.94,-1.309
SSD,2014,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2015,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2016,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2017,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2018,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2019,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2020,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2021,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2022,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2023,-2.565,-1.449,-1.357,-1.805,-1.57
SSD,2024,-3.392,-1.449,-1.357,-1.805,-1.57
SSD,2025,-3.392,-1.449,-1.357,-1.805,-1.57
SDN,2000,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2001,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2002,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2003,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2004,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2005,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2006,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2007,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2008,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2009,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2010,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2011,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2012,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2013,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2014,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2015,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2016,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2017,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2018,-1.432,-1.024,-0.565,-0.479,-1.288
SDN,2019,-1.065,-0.821,-0.829,-0.739,-0.912
SDN,2020,-0.891,-0.821,-0.749,-0.566,-0.912
SDN,2021,-1.852,-1.185,-0.675,-0.977,-1.677
SDN,2022,-1.602,-1.185,-0.598,-0.977,-1.677
SDN,2023,-2.164,-1.185,-0.598,-1.267,-2.023
SDN,2024,-2.164,-1.733,-0.807,-1.425,-2.023
SDN,2025,-2.164,-1.733,-0.926,-1.467,-2.023
VNM,2000,-0.725,1.258,1.033,0.563,0.277
VNM,2001,-0.725,1.258,1.033,0.563,0.277
VNM,2002,-0.725,1.258,1.033,0.563,0.277
VNM,2003,-0.725,1.258,1.033,0.563,0.277
VNM,2004,-0.725,0.946,1.033,0.563,-0.364
VNM,2005,-0.725,0.946,1.033,0.563,-0.364
VNM,2006,-0.772,0.838,0.854,0.75,-0.613
VNM,2007,-0.772,0.838,0.854,0.75,-0.613
VNM,2008,-0.772,0.838,0.854,0.75,-0.613
VNM,2009,-0.772,0.838,0.854,0.75,-0.613
VNM,2010,-0.772,0.901,0.854,0.75,-1.001
VNM,2011,-0.772,0.901,0.854,0.75,-1.001
VNM,2012,-0.772,0.901,0.854,0.75,-1.001
VNM,2013,-0.772,0.901,0.854,0.75,-1.001
VNM,2014,-0.772,0.901,0.854,0.75,-1.001
VNM,2015,-0.772,0.901,0.854,0.75,-1.001
VNM,2016,-0.908,0.901,0.854,0.75,-1.001
VNM,2017,-0.908,0.901,0.854,0.75,-1.001
VNM,2018,-0.908,0.901,0.854,0.75,-1.001
VNM,2019,-1.25,0.811,0.829,0.69,-1.629
VNM,2020,-0.556,0.892,0.829,0.765,-1.075
VNM,2021,-0.783,0.956,0.248,0.809,-1.233
VNM,2022,-0.674,0.956,0.459,0.809,-1.233
VNM,2023,-0.201,0.987,0.459,0.856,-0.756
VNM,2024,-0.201,0.987,0.459,0.458,-1.306
VNM,2025,-0.476,0.991,-0.034,0.741,-0.998
AFG,2000,0.053,-0.546,-0.788,0.174,0.207
AFG,2001,0.053,-0.31,-0.788,0.032,-0.048
AFG,2002,0.053,-0.31,-0.788,0.032,-0.048
AFG,2003,0.053,-0.31,-0.788,0.032,-0.048
AFG,2004,0.053,-0.728,-0.788,0.032,-0.048
AFG,2005,-0.456,-0.728,-0.788,-0.003,-0.79
AFG,2006,-0.456,-0.728,-0.788,-0.003,-0.79
AFG,2007,-0.456,-0.728,-0.788,-0.003,-0.79
AFG,2008,-0.456,-0.728,-0.788,-0.003,-0.79
AFG,2009,-0.456,-0.728,-0.788,-0.003,-0.79
AFG,2010,-1.039,-1.603,-0.913,-0.98,-0.988
AFG,2011,-1.039,-1.603,-0.913,-0.98,-0.988
AFG,2012,-1.039,-1.603,-0.913,-0.98,-0.988
AFG,2013,-1.039,-1.603,-0.913,-0.98,-0.988
AFG,2014,-1.039,-1.707,-0.913,-0.98,-1.007
AFG,2015,-1.039,-1.707,-0.913,-0.98,-1.007
AFG,2016,-1.039,-1.707,-0.913,-0.98,-1.007
AFG,2017,-1.039,-1.707,-0.913,-0.98,-1.007
AFG,2018,-1.039,-1.707,-0.913,-0.98,-1.007
AFG,2019,-1.213,-2.052,-0.913,-1.182,-1.007
AFG,2020,-1.108,-1.805,-1.042,-0.944,-1.007
AFG,2021,-1.897,-2.249,-1.35,-2.103,-1.622
AFG,2022,-2.298,-2.478,-0.951,-2.354,-2.02
AFG,2023,-2.298,-3.16,-0.663,-2.354,-2.02
AFG,2024,-2.298,-2.504,-0.663,-2.354,-2.02
AFG,2025,-2.297,-2.504,-0.896,-2.354,-2.419
ARG,2000,2.062,2.125,1.085,1.754,1.547
ARG,2001,2.062,2.125,1.085,1.754,1.28
ARG,2002,2.062,2.125,1.085,1.754,1.28
ARG,2003,2.062,2.232,1.221,1.86,1.403
ARG,2004,2.119,2.232,1.221,1.86,1.403
ARG,2005,2.119,2.232,1.221,1.86,1.403
ARG,2006,2.119,2.232,1.221,1.86,1.403
ARG,2007,1.601,1.62,1.221,1.557,1.403
ARG,2008,1.484,1.49,1.221,1.199,1.106
ARG,2009,0.878,1.49,1.221,0.844,1.106
ARG,2010,0.683,0.825,1.221,0.844,1.106
ARG,2011,0.683,0.825,1.221,0.844,1.106
ARG,2012,0.683,0.825,1.221,0.844,1.106
ARG,2013,0.683,0.825,1.221,0.844,1.106
ARG,2014,0.659,0.825,1.221,0.844,1.106
ARG,2015,0.502,0.618,0.977,0.765,1.022
ARG,2016,1.056,0.618,0.977,1.105,1.022
ARG,2017,1.056,0.618,0.977,1.105,0.901
ARG,2018,1.056,0.618,0.977,1.105,0.901
ARG,2019,1.504,0.618,0.801,1.105,0.901
ARG,2020,2.104,0.932,1.127,2.004,1.14
ARG,2021,1.479,1.476,1.079,2.004,1.14
ARG,2022,1.428,0.931,1.079,2.004,1.14
ARG,2023,1.357,0.836,1.079,1.81,0.987
ARG,2024,0.761,0.529,1.079,0.453,0.762
ARG,2025,0.593,0.463,0.507,0.087,0.647
ETH,2000,-0.908,-0.967,-0.449,-1.338,-0.986
ETH,2001,-0.908,-0.967,-0.449,-1.338,-0.986
ETH,2002,-0.908,-0.967,-0.449,-1.338,-0.986
ETH,2003,-0.908,-0.967,-0.449,-1.338,-0.986
ETH,2004,-0.908,-0.967,-0.449,-1.338,-0.986
ETH,2005,-0.908,-0.967,-0.449,-1.338,-0.986
ETH,2006,-0.908,-0.967,-0.449,-1.338,-0.986
ETH,2007,-0.908,-0.967,-0.449,-1.338,-0.986
ETH,2008,-0.908,-0.967,-0.805,-1.338,-1.251
ETH,2009,-0.999,-0.967,-0.805,-1.371,-1.251
ETH,2010,-0.999,-0.967,-0.805,-1.466,-1.251
ETH,2011,-0.999,-0.967,-0.805,-1.466,-1.251
ETH,2012,-0.999,-0.967,-0.805,-1.466,-1.251
ETH,2013,-0.999,-0.967,-0.805,-1.466,-1.251
ETH,2014,-0.999,-0.967,-0.805,-1.466,-1.251
ETH,2015,-1.057,-0.967,-0.805,-1.519,-1.251
ETH,2016,-1.27,-1.027,-0.805,-1.519,-1.251
ETH,2017,-1.27,-1.027,-0.805,-1.519,-1.251
ETH,2018,-1.059,-1.027,-0.942,-1.208,-1.251
ETH,2019,-1.323,-1.413,-1.555,-1.366,-1.64
ETH,2020,-1.248,-1.41,-2.032,-1.039,-1.78
ETH,2021,-1.291,-1.41,-1.789,-1.006,-2.282
ETH,2022,-1.304,-1.75,-1.366,-1.056,-2.25
ETH,2023,-1.304,-1.115,-1.372,-1.056,-1.793
ETH,2024,-2.023,-2.183,-1.66,-1.609,-2.9
ETH,2025,-2.023,-2.183,-1.66,-1.33,-2.9
IND,2000,0.294,0.448,1.042,0.048,-0.333
IND,2001,0.294,0.448,1.042,0.048,-0.333
IND,2002,0.252,0.448,1.042,0.048,-0.333
IND,2003,0.252,0.227,1.071,0.048,-0.543
IND,2004,0.252,0.227,1.071,0.048,-0.543
IND,2005,0.252,0.227,0.841,0.048,-0.543
IND,2006,0.252,0.227,0.841,0.048,-0.543
IND,2007,0.252,0.227,0.841,0.048,-0.543
IND,2008,0.252,0.227,0.841,0.048,-0.543
IND,2009,0.252,0.227,0.841,0.048,-0.543
IND,2010,0.252,0.187,0.745,0.048,-0.616
IND,2011,0.252,0.187,0.745,0.048,-0.616
IND,2012,0.252,-0.111,0.745,0.048,-0.726
IND,2013,0.252,-0.23,0.745,0.048,-0.726
IND,2014,-0.784,-1.077,0.725,-0.628,-1.28
IND,2015,-0.833,-1.174,0.725,-0.628,-1.465
IND,2016,-0.833,-1.174,0.725,-0.718,-1.416
IND,2017,-0.833,-1.174,0.471,-0.718,-1.416
IND,2018,-0.833,-1.109,0.471,-0.718,-1.416
IND,2019,-1.106,-1.397,0.471,-0.87,-1.546
IND,2020,-1.285,-2.025,0.471,-0.869,-1.813
IND,2021,-1.002,-1.503,0.657,-0.488,-1.626
IND,2022,-1.092,-1.882,0.657,-0.663,-1.425
IND,2023,-1.428,-1.882,0.421,-0.762,-1.663
IND,2024,-1.413,-2.175,0.371,-0.788,-1.853
IND,2025,-1.413,-2.15,0.371,-0.788,-1.833
KEN,2000,-0.243,-0.501,1.197,0.34,0.406
KEN,2001,-0.243,-0.501,1.197,0.34,0.406
KEN,2002,-0.243,-0.501,1.197,0.34,0.406
KEN,2003,-0.243,-0.501,1.197,0.34,0.406
KEN,2004,-0.243,-0.501,1.197,0.34,0.406
KEN,2005,-0.243,-0.662,1.197,0.34,0.406
KEN,2006,-0.363,-0.662,1.197,0.34,0.406
KEN,2007,-0.452,-0.662,0.652,0.34,0.406
KEN,2008,-0.452,-0.662,0.652,0.34,0.406
KEN,2009,-0.452,-0.662,0.652,0.34,0.406
KEN,2010,-0.45,-0.743,0.86,0.036,0.142
KEN,2011,-0.45,-0.743,0.86,0.036,0.142
KEN,2012,-0.45,-0.743,0.86,0.036,0.142
KEN,2013,-0.956,-0.914,0.86,0.003,0.024
KEN,2014,-0.956,-0.914,0.86,0.003,0.024
KEN,2015,-0.956,-0.914,0.73,0.003,0.024
KEN,2016,-0.956,-0.914,0.827,0.003,0.024
KEN,2017,-0.956,-0.914,0.827,0.003,0.024
KEN,2018,-0.956,-0.914,0.827,0.003,0.024
KEN,2019,-0.956,-0.914,0.827,0.003,0.024
KEN,2020,-0.869,-0.523,0.827,0.487,0.374
KEN,2021,-0.869,-0.534,0.827,0.628,0.504
KEN,2022,-0.869,-0.653,0.827,0.628,0.448
KEN,2023,-0.753,-0.653,0.827,0.628,1.013
KEN,2024,-1.062,-0.653,0.827,0.99,1.052
KEN,2025,-0.99,-0.613,0.827,0.228,1.052
PRK,2000,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2001,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2002,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2003,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2004,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2005,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2006,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2007,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2008,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2009,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2010,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2011,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2012,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2013,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2014,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2015,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2016,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2017,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2018,-1.831,-2.093,-1.331,-2.519,-1.583
PRK,2019,-3.22,-2.093,-1.91,-2.8,-1.583
PRK,2020,-3.22,-2.093,-1.348,-2.8,-1.583
PRK,2021,-2.711,-2.093,-1.348,-2.8,-2.047
PRK,2022,-2.906,-2.093,-1.348,-2.8,-2.047
PRK,2023,-2.618,-2.093,-1.348,-3.223,-2.047
PRK,2024,-2.618,-2.093,-1.348,-3.223,-2.047
PRK,2025,-2.618,-2.093,-1.348,-3.223,-2.047
KOR,2000,1.848,1.4,0.565,1.577,0.794
KOR,2001,1.848,1.4,0.565,1.577,0.794
KOR,2002,1.848,1.4,0.565,1.577,0.794
KOR,2003,1.848,1.4,0.565,1.577,0.794
KOR,2004,1.848,1.4,0.565,1.577,0.794
KOR,2005,1.848,1.4,0.565,1.577,0.794
KOR,2006,1.848,1.4,0.565,1.577,0.794
KOR,2007,1.451,1.4,0.565,1.577,0.794
KOR,2008,1.046,1.156,0.565,1.072,0.605
KOR,2009,1.046,1.156,0.565,1.072,0.605
KOR,2010,1.046,1.156,0.565,1.072,0.605
KOR,2011,1.046,1.156,0.565,1.072,0.605
KOR,2012,0.567,0.403,0.565,1.072,0.605
KOR,2013,1.04,1.066,0.565,1.072,0.605
KOR,2014,1.04,1.066,0.565,1.072,0.605
KOR,2015,1.04,1.066,0.565,1.072,0.605
KOR,2016,1.04,1.066,0.565,1.072,0.605
KOR,2017,2.263,1.173,0.565,1.807,0.775
KOR,2018,2.263,1.173,0.565,1.807,0.775
KOR,2019,2.116,0.936,0.459,1.932,0.974
KOR,2020,2.116,0.936,0.459,2.163,1.123
KOR,2021,2.02,0.936,0.682,2.388,1.272
KOR,2022,1.361,0.936,0.604,1.951,1.272
KOR,2023,0.713,0.936,0.604,1.951,1.272
KOR,2024,0.235,0.573,0.604,0.421,0.1
KOR,2025,1.132,0.367,0.604,1.839,-0.077
XKX,2000,0.775,0.856,-1.473,1.216,0.925
XKX,2001,0.775,0.856,-1.473,1.216,0.925
XKX,2002,0.775,0.856,-1.473,1.216,0.925
XKX,2003,0.775,0.856,-1.473,1.216,0.925
XKX,2004,0.775,0.856,-1.473,1.216,0.925
XKX,2005,0.775,0.856,-1.473,1.216,0.925
XKX,2006,0.775,0.856,-1.473,1.216,0.925
XKX,2007,0.775,0.856,-1.473,1.216,0.925
XKX,2008,0.775,0.856,-1.728,1.216,0.925
XKX,2009,0.775,0.856,-1.728,1.216,0.925
XKX,2010,0.775,0.47,-1.948,1.216,0.925
XKX,2011,0.775,0.47,-1.948,1.216,0.925
XKX,2012,0.775,0.662,-1.948,1.343,0.981
XKX,2013,0.729,0.528,-1.948,1.343,0.981
XKX,2014,0.729,0.528,-1.948,1.343,0.981
XKX,2015,0.729,0.332,-1.948,1.255,0.837
XKX,2016,0.659,0.332,-1.948,1.255,0.837
XKX,2017,0.659,0.332,-1.948,1.255,0.837
XKX,2018,0.659,0.332,-1.948,1.255,0.837
XKX,2019,0.759,0.378,-1.948,1.255,0.837
XKX,2020,0.858,0.438,-1.948,1.255,0.837
XKX,2021,0.858,0.479,-1.729,1.333,0.837
XKX,2022,0.31,0.427,-1.729,0.654,0.537
XKX,2023,0.76,0.427,-2.166,1.208,0.537
XKX,2024,0.269,0.427,-2.585,1.103,0.537
XKX,2025,0.856,0.191,-2.14,1.186,0.537
LBN,2000,0.13,-0.059,-0.888,0.319,-0.848
LBN,2001,0.13,-0.059,-0.888,0.319,-0.848
LBN,2002,0.13,-0.059,-0.888,0.319,-0.848
LBN,2003,0.13,-0.059,-0.888,0.319,-0.848
LBN,2004,0.13,-0.059,-0.888,0.319,-0.848
LBN,2005,0.13,-0.059,-0.888,0.319,-0.848
LBN,2006,0.13,-0.115,-0.888,0.319,-1.005
LBN,2007,0.13,-0.115,-0.888,0.319,-1.005
LBN,2008,0.13,-0.048,-0.888,0.319,-0.841
LBN,2009,0.13,-0.048,-0.888,0.319,-0.841
LBN,2010,0.13,-0.048,-0.888,0.319,-0.841
LBN,2011,-0.204,-0.692,-0.888,-0.247,-0.927
LBN,2012,-0.204,-0.692,-0.888,-0.247,-0.927
LBN,2013,-0.204,-0.692,-0.888,-0.247,-0.927
