q0.1,q0.25,q0.5,q0.75,q0.9
-0.9736788894950559,-1.0697886226921247,-0.6077095951382214,-0.671103405136754,-0.9642541888714272
0.4202575218615413,0.18022847369219724,0.05828845642687725,-0.0676767797808098,-0.34612162904947213
-1.2893771022379903,-0.9410475935487426,-0.9024106062529161,-1.1215650591177906,-1.2924227231044139
-0.02152250158918277,-0.16257101276309516,0.0752862520114618,0.18153079713870288,0.399931466544348
-0.7306957662580342,-0.7504529945071261,-0.7763152992831276,-0.8127148950506373,-0.9223540929990185
-1.4454972643523154,-1.1984490160837158,-0.9106826044301537,-0.8328874557962485,-1.2218441822800616
-0.676407126513464,-0.9608265861796761,-0.8935354749567361,-1.006230540746426,-1.2571708931916703
-1.174756102620625,-1.4580174811973128,-1.0467127849817242,-1.0885542667092183,-1.5429337280100197
-1.9432430939167296,-1.7471429344849105,-1.4849747287421913,-1.5021973216440976,-1.5850607107588528
-0.32299140984317415,-0.3162918205317808,-0.013803563702909754,-0.07427250283891987,-0.21870941776824476
-0.018559307984214148,-0.5464829594113267,-0.27845142443955634,-0.7243839154684367,-0.6768314946532648
-0.7577747832598608,-0.5810849795796265,-0.25234033845902837,-0.12287764199760233,-0.5207344271163864
0.12760272530226677,-0.2832269479288744,-0.28108122750458797,-0.7475089795906007,-0.6925133669849204
-0.9756361962613337,-0.8670202589395051,-0.8726390955222327,-1.1315947079562239,-1.8863248831790784
-0.2999470178315934,-0.3650648016713382,-0.22199242813329545,-0.20247901776864488,-0.48250254118486047
-0.5147631051274132,-0.6549812166818161,-0.23755675750182476,-0.23257111408401018,-0.44373624147326557
-0.8968620020153766,-0.8941980333680423,-0.7768793640644858,-0.9951923397444831,-0.9085546909559232
-1.333601910451483,-1.1174031781757512,-0.9277795355250867,-0.6969385217895796,-1.0665871386605317
-1.2494419886401664,-1.1275810929851886,-1.0015599515950826,-0.9258673062070558,-1.0512998585464473
-0.6584095251967367,-0.6217131566693996,-0.7396314405004542,-0.6930887023240346,-0.7755177604353317
1.082598836577095,0.890051670054517,0.8077913622204742,0.573147643485611,0.16199992199669488
1.2170660230296426,0.6709387591238525,0.15064456029097947,-0.013043894533343377,-0.20035747779256596
0.33280931010703707,0.2045596874018605,0.4732388921904041,0.2819444825606926,0.03226814170009318
0.2328797495552796,-0.22269902597109315,-0.4809351113516167,-0.45542808262156653,-0.7658540986155774
-1.6236225782754465,-1.2561845793792594,-1.1820230263938771,-1.0850398669411832,-1.5013266179406046
-1.2098217388910384,-1.334169219143457,-1.4059215739504676,-1.5301003421325108,-1.6760836127224226
-0.4488270603479519,-0.583469831737039,-0.6069563693084391,-0.6247401789310658,-0.6291343106505385
-0.42911156613709156,-0.25997245608096736,-0.13882905743896354,-0.4679247282273379,-0.6756949442719468
-0.0007360521555145166,-0.12062943799873561,0.2067095469393833,0.054458920624255384,-0.2967748094428773
-0.858455286166717,-0.8940461903321969,-0.854116599776405,-0.9680699829007018,-1.0524016008139294
0.4214024050717277,0.05188090542311347,0.33530623550698124,0.4248740151488742,0.14982342521342587
0.21621956211412288,0.5372909012076742,0.3005244894933965,0.5331475337213363,0.3711438324935643
-1.5914551099469219,-1.4023173046687838,-1.1047068618796267,-1.2830324157807935,-1.186810472450716
0.10081687246123587,-0.2144936927827163,-0.18144775848449726,-0.22599948303491801,-0.32779960136685066
-1.0523306422146579,-0.6070718203416047,-0.6458726937250199,-0.7460817586125751,-0.6843163274694498
-0.2614030747713062,-0.5098160176830772,-0.13820440054005317,-0.026189687849103745,0.2259662449783105
-1.866474146637658,-1.578580453796073,-1.208863593888973,-1.2250356846132495,-1.9148935708395833
0.40677109207244344,0.08119159579364588,-0.13000036299278345,-0.1925970396860038,-0.5553604316784302
-1.80609718225792,-1.6765991103429698,-1.2236338530939377,-1.3930076241847684,-1.4732137820012305
-0.780522141377153,-0.7364776732750953,-0.7607849073443386,-0.9553660911315678,-1.2157487972762586
-0.28860260391217896,-0.3637464246212828,0.028660997686429043,0.022504650609235604,-0.07016661608393521
-0.6683942056901815,-0.6166050906536983,-0.8781385697875517,-1.039845461753798,-1.3187881614622647
-0.07954959478804101,-0.3544042777942154,-0.4864500773388944,-0.5928046838725454,-1.002220201643481
0.2238343264691465,0.11592353559282936,0.0967750822721725,0.17704891843736786,-0.055891191300049936
-1.0892892020409626,-0.8974857142791287,-0.6220945042592883,-0.7956826616476338,-0.9084728987028928
-0.6528493609976072,-0.5297469656849737,-0.3333515765995166,-0.022716662032929665,-0.2516091447876172
-1.2159870916905098,-1.0062218877164053,-0.8124061315082751,-0.9257835838016842,-0.6003742126820683
-0.8434821264440644,-0.72950443281218,-0.8914499625948763,-0.8482369119805094,-0.8627533780707689
0.12482442792785631,0.30970723926998983,0.5308255496909415,0.25636191147890697,-0.2612693258483375
